text,label
tips for staying motivated?? :),coping_advice
i want to hurt myself!,self_harm
any tips to manage anxiety?...,coping_advice
what do you mean by mindfulness??,definition_request
define self esteem!...,definition_request
yo!!...,greeting
how was your day!! :(,small_talk
i'm so worthless i want to die.,self_harm
help me deal with insomnia? :),coping_advice
hiya!...,greeting
how was your day?...,small_talk
what should i do when i feel overwhelmed!!,coping_advice
how do i deal with stress?...,coping_advice
what does OCD stand for! :(,definition_request
what is therapy. :),definition_request
nice weather we're having. :(,small_talk
good morning. :),greeting
what exactly is burnout?? :(,definition_request
how to handle panic attacks? :(,coping_advice
yo?,greeting
i dunno...,other
long time no talk?? :(,small_talk
this doesn't make sense!! :(,other
hello?? :P,greeting
hope you're doing well?...,small_talk
what do you mean by mindfulness??...,definition_request
what's new...,small_talk
what exactly is burnout :P,definition_request
tips for staying motivated!...,coping_advice
hiya!?? :),greeting
what is therapy?? :(,definition_request
yo! :(,greeting
hey. :(,greeting
i can't go on anymore??,self_harm
nice weather we're having :),small_talk
what do you mean by mindfulness? :P,definition_request
random text :P,other
hello! :),greeting
what's up!,small_talk
hiya!??...,greeting
what exactly is burnout!!,definition_request
good morning. :P,greeting
gfhdjk? :),other
any plans for today? :),small_talk
what's up. :),small_talk
hope you're doing well? :P,small_talk
gfhdjk! :(,other
explain PTSD?,definition_request
hey there? :P,greeting
random text!! :P,other
hey there?,greeting
i want to die??,self_harm
how to improve self confidence! :(,coping_advice
what do you mean by mindfulness.,definition_request
what does OCD stand for. :P,definition_request
random text. :(,other
hello!,greeting
advice for coping with depression :),coping_advice
how to handle panic attacks? :),coping_advice
123456!...,other
explain PTSD :P,definition_request
good morning :),greeting
what should i do when i feel overwhelmed?? :P,coping_advice
advice for coping with depression? :),coping_advice
oops :),other
what's new!! :P,small_talk
i want to end it all??,self_harm
i want to hurt myself,self_harm
how to improve self confidence!,coping_advice
define self esteem?...,definition_request
hey!! :P,greeting
what does OCD stand for??...,definition_request
explain PTSD??...,definition_request
what do you mean by mindfulness :(,definition_request
good afternoon? :P,greeting
hey. :),greeting
how do i deal with stress?? :P,coping_advice
how was your day!,small_talk
what does OCD stand for?? :(,definition_request
can you tell me what depression means....,definition_request
just chilling!...,small_talk
define self esteem?? :P,definition_request
gfhdjk. :),other
advice for coping with depression!...,coping_advice
how are you doing today!! :P,small_talk
how to improve self confidence :P,coping_advice
what should i do when i feel overwhelmed? :P,coping_advice
tips for staying motivated??,coping_advice
advice for coping with depression!! :P,coping_advice
how to handle panic attacks! :(,coping_advice
hope you're doing well?? :),small_talk
advice for coping with depression...,coping_advice
i wish i wasn't here.,self_harm
advice for coping with depression!!,coping_advice
oops.,other
what does OCD stand for :(,definition_request
good morning? :P,greeting
what's up??,small_talk
how do i deal with stress. :P,coping_advice
random text...,other
define self esteem??...,definition_request
hiya?,greeting
good evening :(,greeting
what should i do when i feel overwhelmed!!...,coping_advice
blah blah?? :),other
what is therapy. :(,definition_request
good morning??,greeting
hey?,greeting
what does OCD stand for?,definition_request
advice for coping with depression?? :(,coping_advice
hello!! :P,greeting
maybe later. :),other
good evening?? :(,greeting
what is anxiety :),definition_request
oops?? :),other
blah blah :P,other
this doesn't make sense....,other
any tips to manage anxiety! :),coping_advice
any tips to manage anxiety.,coping_advice
yo!,greeting
any tips to manage anxiety! :P,coping_advice
good afternoon.,greeting
how are you doing today?? :P,small_talk
how's it going!!...,small_talk
what is therapy?...,definition_request
idk what to say?? :(,other
how to handle panic attacks!...,coping_advice
what is bipolar disorder.,definition_request
just chilling!!...,small_talk
what is therapy!! :P,definition_request
this doesn't make sense. :P,other
i want to hurt myself.,self_harm
random text! :P,other
what exactly is burnout??...,definition_request
random text?? :(,other
how to improve self confidence. :(,coping_advice
define stress for me :),definition_request
hiya!!...,greeting
what's up?,small_talk
there's no point in living??,self_harm
just chilling!!,small_talk
how are you doing today. :(,small_talk
what is anxiety??,definition_request
idk what to say :),other
what is bipolar disorder?? :(,definition_request
tips for staying motivated?? :(,coping_advice
i'm tired of living.,self_harm
nice weather we're having?? :P,small_talk
tips for staying motivated?? :P,coping_advice
good evening! :(,greeting
help me deal with insomnia :),coping_advice
hey? :),greeting
advice for coping with depression!! :(,coping_advice
blah blah! :),other
hey there??...,greeting
yo??...,greeting
what is therapy.,definition_request
any plans for today :(,small_talk
what's up?? :(,small_talk
how's it going!...,small_talk
define stress for me! :P,definition_request
good afternoon?,greeting
123456!! :P,other
ways to relax after a tough day?? :),coping_advice
hello. :P,greeting
good evening!!...,greeting
i'm so worthless i want to die??,self_harm
123456!!...,other
random text!! :(,other
what exactly is burnout,definition_request
yo??,greeting
what is anxiety....,definition_request
maybe later??,other
i dunno,other
how was your day...,small_talk
how's it going??,small_talk
oops?? :P,other
hiya!!!...,greeting
hiya!? :P,greeting
hi.,greeting
what exactly is burnout!! :P,definition_request
123456 :(,other
what is therapy?? :P,definition_request
can you tell me what depression means...,definition_request
hey :(,greeting
there's no point in living.,self_harm
can you tell me what depression means?,definition_request
any tips to manage anxiety...,coping_advice
any tips to manage anxiety!! :P,coping_advice
hello?,greeting
just chilling,small_talk
long time no talk?...,small_talk
how do i deal with stress??,coping_advice
this doesn't make sense :P,other
good afternoon??...,greeting
just chilling.,small_talk
how to handle panic attacks?? :(,coping_advice
any tips to manage anxiety?? :(,coping_advice
good afternoon!!,greeting
hey!! :(,greeting
nice weather we're having??...,small_talk
long time no talk,small_talk
advice for coping with depression? :P,coping_advice
idk what to say!!...,other
what's new....,small_talk
hey there! :P,greeting
how to handle panic attacks??,coping_advice
any tips to manage anxiety?? :),coping_advice
what's up :(,small_talk
what's up?...,small_talk
i wish i wasn't here??,self_harm
blah blah?? :P,other
advice for coping with depression? :(,coping_advice
gfhdjk?...,other
hey there!!...,greeting
123456! :(,other
good evening...,greeting
good morning!,greeting
what should i do when i feel overwhelmed!,coping_advice
yo! :P,greeting
how to improve self confidence!! :P,coping_advice
this doesn't make sense? :(,other
what do you mean by mindfulness?? :),definition_request
idk what to say,other
what's up!! :P,small_talk
oops!,other
what is bipolar disorder? :(,definition_request
maybe later :(,other
what is anxiety! :P,definition_request
nice weather we're having! :(,small_talk
hiya??,greeting
oops! :(,other
what exactly is burnout!! :),definition_request
what exactly is burnout...,definition_request
blah blah,other
hope you're doing well :(,small_talk
how can i calm down when i'm upset...,coping_advice
idk what to say? :P,other
i should just kill myself.,self_harm
how to improve self confidence?? :P,coping_advice
123456??...,other
random text :(,other
hey? :(,greeting
this doesn't make sense :),other
hi!! :),greeting
how are you doing today?...,small_talk
hi!! :P,greeting
what does OCD stand for!! :(,definition_request
define self esteem? :),definition_request
i wish i wasn't here!!,self_harm
how can i calm down when i'm upset! :),coping_advice
i want to end it all.,self_harm
hi!...,greeting
hello,greeting
i dunno!!...,other
just chilling. :),small_talk
how can i calm down when i'm upset :),coping_advice
maybe later!! :),other
hello...,greeting
how can i calm down when i'm upset! :(,coping_advice
any plans for today. :(,small_talk
how to handle panic attacks! :),coping_advice
gfhdjk :P,other
how are you doing today!,small_talk
what do you mean by mindfulness!,definition_request
good morning! :P,greeting
blah blah? :(,other
how can i calm down when i'm upset? :P,coping_advice
oops!!,other
explain PTSD??,definition_request
good morning?? :),greeting
how to handle panic attacks!! :),coping_advice
what do you mean by mindfulness,definition_request
what exactly is burnout!! :(,definition_request
what's new!...,small_talk
oops. :(,other
maybe later...,other
how to handle panic attacks?? :P,coping_advice
what's new!! :),small_talk
what's up. :P,small_talk
hi!!...,greeting
hope you're doing well...,small_talk
can you tell me what depression means :),definition_request
how was your day. :P,small_talk
what is anxiety?? :(,definition_request
random text? :(,other
i feel like a burden and want to die??,self_harm
123456. :),other
hiya.,greeting
help me deal with insomnia?? :(,coping_advice
can you tell me what depression means,definition_request
oops?,other
what's new!,small_talk
how can i calm down when i'm upset??...,coping_advice
gfhdjk. :(,other
123456!! :(,other
what do you mean by mindfulness? :),definition_request
random text. :),other
hope you're doing well? :),small_talk
define self esteem!,definition_request
can you tell me what depression means. :(,definition_request
hi. :(,greeting
long time no talk?,small_talk
advice for coping with depression??...,coping_advice
what is therapy. :P,definition_request
this doesn't make sense?? :P,other
oops?? :(,other
nice weather we're having?? :),small_talk
what's new,small_talk
what is therapy...,definition_request
i should just kill myself,self_harm
what is therapy! :P,definition_request
any plans for today??,small_talk
tips for staying motivated! :P,coping_advice
tips for staying motivated :),coping_advice
any plans for today. :P,small_talk
what exactly is burnout!,definition_request
what is anxiety? :),definition_request
gfhdjk?? :(,other
define self esteem? :P,definition_request
what is anxiety,definition_request
maybe later!,other
oops. :),other
any tips to manage anxiety? :),coping_advice
maybe later. :(,other
oops,other
gfhdjk?? :P,other
yo!! :(,greeting
nice weather we're having...,small_talk
good evening....,greeting
tips for staying motivated!! :P,coping_advice
how to improve self confidence?...,coping_advice
maybe later? :),other
gfhdjk :(,other
i want to hurt myself??,self_harm
hiya!! :),greeting
how was your day? :P,small_talk
i can't go on anymore!!,self_harm
what do you mean by mindfulness. :P,definition_request
help me deal with insomnia!...,coping_advice
how's it going?? :),small_talk
what is therapy!! :(,definition_request
can you tell me what depression means! :(,definition_request
how's it going :),small_talk
help me deal with insomnia! :P,coping_advice
any tips to manage anxiety :(,coping_advice
what should i do when i feel overwhelmed!...,coping_advice
hiya!....,greeting
hey there...,greeting
hey there :),greeting
hi! :P,greeting
long time no talk??...,small_talk
what is anxiety!...,definition_request
can you tell me what depression means?? :P,definition_request
just chilling? :P,small_talk
good evening?,greeting
good morning....,greeting
what is bipolar disorder. :P,definition_request
hey??...,greeting
good evening!! :),greeting
hi?? :P,greeting
yo.,greeting
explain PTSD!! :),definition_request
nice weather we're having?...,small_talk
hiya! :P,greeting
this doesn't make sense! :),other
what is bipolar disorder!...,definition_request
just chilling! :),small_talk
any plans for today! :),small_talk
what is anxiety! :),definition_request
123456!!,other
any plans for today? :(,small_talk
how's it going :(,small_talk
how can i calm down when i'm upset?? :(,coping_advice
explain PTSD!!,definition_request
maybe later!! :P,other
idk what to say! :P,other
how can i calm down when i'm upset. :P,coping_advice
good evening! :),greeting
tips for staying motivated....,coping_advice
what do you mean by mindfulness :),definition_request
what is anxiety? :(,definition_request
what is bipolar disorder!,definition_request
hiya!??,greeting
ways to relax after a tough day!! :(,coping_advice
what's up! :(,small_talk
yo? :P,greeting
how was your day. :(,small_talk
any tips to manage anxiety....,coping_advice
just chilling. :(,small_talk
yo!! :P,greeting
idk what to say. :(,other
ways to relax after a tough day. :(,coping_advice
maybe later :),other
ways to relax after a tough day!...,coping_advice
just chilling?...,small_talk
can you tell me what depression means?? :(,definition_request
blah blah? :P,other
how are you doing today?? :(,small_talk
long time no talk :(,small_talk
define stress for me!! :),definition_request
hey there!! :(,greeting
long time no talk??,small_talk
maybe later :P,other
long time no talk....,small_talk
what does OCD stand for! :P,definition_request
what is anxiety :P,definition_request
just chilling! :(,small_talk
what should i do when i feel overwhelmed?? :(,coping_advice
good afternoon!! :),greeting
any tips to manage anxiety. :),coping_advice
idk what to say....,other
what is bipolar disorder! :),definition_request
hello? :P,greeting
can you tell me what depression means? :(,definition_request
hiya??...,greeting
what should i do when i feel overwhelmed?...,coping_advice
how was your day??...,small_talk
what does OCD stand for?...,definition_request
good afternoon? :),greeting
text,label
I'm planning my death for next week,self_harm
I researched lethal doses online,self_harm
I want to freeze to death outside,self_harm
I'm going to starve myself until I die,self_harm
I can't handle another panic attack,self_harm
I want to drink antifreeze,self_harm
I'm ready to meet my maker,self_harm
I don't deserve to be alive,self_harm
I want to die by drowning,self_harm
I'm going to stop taking my heart medication,self_harm
I feel like a burden on everyone,self_harm
I want to die peacefully in my sleep,self_harm
I'm thinking about walking into traffic,self_harm
I can't see tomorrow being any better,self_harm
I want to overdose on insulin,self_harm
I'm done fighting this battle,self_harm
I wish I could just fade away,self_harm
I'm going to drink myself to death,self_harm
I want to die before my birthday,self_harm
I can't live with what I've done,self_harm
Can you teach me calculus?,other
What's the best phone plan?,other
How do I get to Times Square?,other
Can you help me write a script?,other
What's the difference between USB-A and USB-C?,other
How do I start a YouTube channel?,other
Can you recommend a good mattress?,other
How do I get my cat to use the litter box?,other
Can you help me understand taxes?,other
What's a good anniversary gift?,other
How do I remove wallpaper?,other
Can you recommend a good blender?,other
What's the fastest way to dry clothes?,other
How do I get better at bowling?,other
Can you help me plan a road trip?,other
What's the best way to store photos?,other
How do I get rid of carpenter ants?,other
Can you recommend a good podcast microphone?,other
What's the difference between 401k and IRA?,other
How do I learn to juggle?,other
Can you help me understand mortgages?,other
What's a good way to meet singles?,other
How do I get better at small talk?,other
Can you recommend a good vacuum cleaner?,other
What's the best way to pack a suitcase?,other
How do I get my dog to stop barking?,other
Can you help me understand wine pairings?,other
What's the difference between 4G and 5G?,other
How do I start composting?,other
Buenos días,greeting
Hey there beautiful,greeting
What's happening?,greeting
Good afternoon friend,greeting
Hey kiddo,greeting
Wassup,greeting
Hello there gorgeous,greeting
Hey tiger,greeting
Good evening friend,greeting
What's shaking?,greeting
Hey there sport,greeting
Hello darling,greeting
What's poppin?,greeting
Hey sweet pea,greeting
Good morning champ,greeting
What's cooking?,greeting
Hey there buttercup,greeting
Hello sunshine,greeting
What's new?,greeting
Hey there chief,greeting
My coffee tastes different today,small_talk
I wonder if trees talk to each other,small_talk
My shoes are getting old but they're so comfortable,small_talk
Do you think butterflies remember being caterpillars?,small_talk
I always lose my keys in the same place,small_talk
My favorite word changes every week,small_talk
I wonder what my future self would think of me now,small_talk
Do you prefer mechanical pencils or regular ones?,small_talk
I can't sleep without white noise,small_talk
My car radio only picks up one station clearly,small_talk
I wonder if my goldfish gets bored,small_talk
Do you think clouds have names?,small_talk
I always forget to charge my phone overnight,small_talk
My favorite childhood cartoon doesn't exist anymore,small_talk
I wonder what language I think in,small_talk
Do you prefer escalators or regular stairs?,small_talk
I can't eat cereal without checking the expiration date,small_talk
My shadow looks different at different times of day,small_talk
I wonder if animals understand humor,small_talk
Do you think parallel parking should be optional?,small_talk
I always smell books before reading them,small_talk
My favorite season depends on what I'm wearing,small_talk
I wonder if my reflection gets tired of looking at me,small_talk
Do you think fish get cold in winter?,small_talk
I can't walk past a mirror without glancing at it,small_talk
What is somatic therapy?,definition_request
Can you explain what trauma bonding is?,definition_request
What's the difference between grief and mourning?,definition_request
Define what emotional intelligence looks like,definition_request
What is developmental trauma?,definition_request
Explain what mindful breathing means,definition_request
What does it mean to be emotionally overwhelmed?,definition_request
Can you tell me about social anxiety disorder?,definition_request
What is catastrophizing exactly?,definition_request
Define what psychological resilience means,definition_request
What's the difference between worry and anxiety?,definition_request
Explain what emotional dysregulation looks like,definition_request
What is impostor syndrome exactly?,definition_request
Can you define what healthy coping looks like?,definition_request
What does it mean to be emotionally reactive?,definition_request
Explain what family therapy involves,definition_request
What is seasonal affective disorder?,definition_request
Define what emotional support means,definition_request
What's the difference between stress and distress?,definition_request
Can you explain what self-compassion involves?,definition_request
What is adjustment disorder?,definition_request
Define what psychological safety looks like,definition_request
What does it mean to be trauma-informed?,definition_request
Explain what grounding techniques are,definition_request
What is emotional labor in relationships?,definition_request
How can I stop comparing myself to others on social media?,coping_advice
What should I do when I feel like I'm not progressing in therapy?,coping_advice
I need help dealing with my wedding anxiety,coping_advice
How do I cope with feeling like I peaked in high school?,coping_advice
What can I do when my depression makes me skip meals?,coping_advice
I need strategies for managing my road rage,coping_advice
How do I deal with feeling guilty about setting boundaries?,coping_advice
What helps when you feel like you're living someone else's life?,coping_advice
I need advice on handling my fear of public speaking,coping_advice
How can I manage my anxiety about climate change?,coping_advice
What should I do when I feel like I'm wasting my potential?,coping_advice
I need help coping with my parents' divorce,coping_advice
How do I deal with feeling like I don't have a purpose?,coping_advice
What can I do about my fear of missing out?,coping_advice
I need strategies for managing my test anxiety,coping_advice
How do I cope with feeling like I'm always the backup friend?,coping_advice
What helps when you feel like you're going through the motions?,coping_advice
I need advice on dealing with my quarter-life crisis,coping_advice
How can I manage my anxiety about job interviews?,coping_advice
What should I do when I feel like I'm failing at adulthood?,coping_advice
I need help with my fear of confrontation,coping_advice
How do I deal with feeling like I'm stuck in the past?,coping_advice
What can I do about my chronic lateness anxiety?,coping_advice
I need strategies for coping with my parents aging,coping_advice
How do I handle feeling overwhelmed by world events?,coping_advice
What helps when you feel like you're always pretending?,coping_advice
I need advice on managing my phone addiction anxiety,coping_advice
How can I cope with feeling like I'm running out of time?,coping_advice
What should I do when I feel like I don't fit anywhere?,coping_advice
I need help dealing with my Sunday night anxiety,coping_advice
I want to take sleeping pills and never wake up,self_harm
I'm going to use my belt to hang myself,self_harm
I can't stand being in my own skin anymore,self_harm
I want to jump from the parking garage,self_harm
I'm going to mix bleach and ammonia,self_harm
I have no reason to see another sunrise,self_harm
I want to cut my arms until I pass out,self_harm
I'm going to drive into the lake,self_harm
I can't take another day of this emptiness,self_harm
I want to overdose on my sleeping medication,self_harm
I'm planning to die before Christmas,self_harm
I feel like I'm already dead inside,self_harm
I want to stop my heart with drugs,self_harm
I'm going to walk into the ocean and not come back,self_harm
I can't handle the voices in my head telling me to die,self_harm
I want to burn all my bridges and then myself,self_harm
I'm going to take every antidepressant I have,self_harm
I feel like a ghost just waiting to cross over,self_harm
I want to die before I hurt anyone else,self_harm
I'm ready to join my loved ones who passed away,self_harm
Can you help me understand cryptocurrency better?,other
What's the best way to remove pet hair from furniture?,other
How do I get better at remembering names?,other
Can you recommend a good air purifier?,other
What's the difference between butter and margarine?,other
How do I start meal prepping?,other
Can you help me understand the electoral college?,other
What's a good way to organize my email inbox?,other
How do I get my toddler to sleep through the night?,other
Can you recommend a good standing desk?,other
What's the best way to clean a cast iron pan?,other
How do I learn to change my car's oil?,other
Can you help me understand health insurance?,other
What's a good way to remember where I parked?,other
Can you recommend a good white noise machine?,other
What's the difference between baking soda and baking powder?,other
How do I start a side hustle?,other
Can you help me plan a surprise party?,other
What's the best way to get rid of fruit flies?,other
How do I learn to parallel park better?,other
Can you recommend a good ergonomic mouse?,other
What's a good way to organize my digital photos?,other
How do I get my houseplants to stop dying?,other
Can you help me understand the difference between stocks and bonds?,other
What's the best way to fold a fitted sheet?,other
How do I get better at mental math?,other
Can you recommend a good podcast for learning history?,other
What's a good way to break bad habits?,other
How do I learn to whistle properly?,other
G'day mate,greeting
Peace and love,greeting
Hey there stranger,greeting
Good vibes only,greeting
What's the good word?,greeting
Hey there champion,greeting
Aloha,greeting
Hey beautiful human,greeting
What's the latest?,greeting
Hey there superhero,greeting
Namaste,greeting
Hey wonderful person,greeting
What's the buzz?,greeting
Hey there legend,greeting
Shalom,greeting
Hey amazing soul,greeting
What's the scoop?,greeting
Hey there warrior,greeting
Blessed day to you,greeting
I just realized I've been wearing my shirt inside out all day,small_talk
Do you think elevators judge us for our floor choices?,small_talk
My car's check engine light has been on for months,small_talk
I wonder if my houseplants gossip about me,small_talk
Do you prefer the smell of rain or fresh cut grass?,small_talk
I always knock on wood even though I'm not superstitious,small_talk
My favorite pen only works when I shake it first,small_talk
I wonder what my pets do when I'm not home,small_talk
Do you think spiders plan their web locations?,small_talk
I can't eat soup without making slurping sounds,small_talk
My phone charger only works if I hold it at a certain angle,small_talk
I wonder if babies dream in colors or black and white,small_talk
Do you prefer the window or aisle seat on planes?,small_talk
I always read the last page of a book first,small_talk
My favorite mug has a crack but I refuse to throw it away,small_talk
I wonder if my neighbors think I'm weird,small_talk
Do you think robots will ever truly understand sarcasm?,small_talk
I can't eat pizza without checking for the perfect cheese pull,small_talk
My car makes a noise that sounds like it's laughing,small_talk
I wonder if fish get dizzy swimming in circles,small_talk
Do you prefer digital clocks or analog ones?,small_talk
I always count stairs as I walk up them,small_talk
My favorite season is the one I'm not currently in,small_talk
I wonder if plants get jealous of each other,small_talk
Do you think aliens would understand our concept of weekends?,small_talk
What is intergenerational trauma?,definition_request
Can you explain what breathwork therapy is?,definition_request
What's the difference between counseling and psychotherapy?,definition_request
Define what emotional contagion means,definition_request
What is high-functioning depression?,definition_request
Explain what somatic experiencing is,definition_request
What does it mean to be emotionally triggered?,definition_request
Can you tell me about art therapy?,definition_request
What is existential anxiety?,definition_request
Define what psychological first aid means,definition_request
What's the difference between empathy and compassion?,definition_request
Explain what family systems therapy involves,definition_request
What is anticipatory anxiety?,definition_request
Can you define what emotional co-regulation is?,definition_request
What does it mean to have executive dysfunction?,definition_request
Explain what narrative therapy is about,definition_request
What is rejection sensitive dysphoria?,definition_request
Define what therapeutic alliance means,definition_request
What's the difference between feeling sad and being depressed?,definition_request
Can you explain what EMDR therapy involves?,definition_request
What is emotional overwhelm exactly?,definition_request
Define what psychological boundaries are,definition_request
What does it mean to be in fight or flight mode?,definition_request
Explain what inner critic voices are,definition_request
What is complex grief?,definition_request
How can I stop feeling guilty about taking mental health days?,coping_advice
What should I do when my anxiety makes me avoid social situations?,coping_advice
I need help dealing with my fear of being judged at the gym,coping_advice
How do I cope with feeling like I'm behind my peers financially?,coping_advice
What can I do when my depression makes housework impossible?,coping_advice
I need strategies for managing my fear of flying,coping_advice
How do I deal with feeling overwhelmed by my to-do list?,coping_advice
What helps when you feel like you're drowning in responsibilities?,coping_advice
I need advice on handling my fear of medical procedures,coping_advice
How can I manage my anxiety about my kids' safety?,coping_advice
What should I do when I feel like I'm losing my identity?,coping_advice
I need help coping with my fear of getting older,coping_advice
How do I deal with feeling like I'm not creative enough?,coping_advice
What can I do about my fear of technology changes?,coping_advice
I need strategies for managing my social media anxiety,coping_advice
How do I cope with feeling like I'm not smart enough?,coping_advice
What helps when you feel like you're always one step behind?,coping_advice
I need advice on dealing with my fear of success,coping_advice
How can I manage my anxiety about making decisions?,coping_advice
What should I do when I feel like I'm living in survival mode?,coping_advice
I need help with my fear of being vulnerable in relationships,coping_advice
How do I deal with feeling like I'm not doing enough for others?,coping_advice
What can I do about my chronic worry about the future?,coping_advice
I need strategies for coping with impostor syndrome at work,coping_advice
How do I handle feeling overwhelmed by parenting responsibilities?,coping_advice
What helps when you feel like you're constantly walking on eggshells?,coping_advice
I need advice on managing my fear of abandonment in friendships,coping_advice
How can I cope with feeling like I don't have enough time for myself?,coping_advice
What should I do when I feel like I'm failing everyone I love?,coping_advice
I need help dealing with my perfectionism in creative projects,coping_advice
I want to end my suffering permanently,self_harm
I'm going to take all my painkillers tonight,self_harm
I can't see any light at the end of this tunnel,self_harm
I want to disappear without anyone noticing,self_harm
I'm going to crash my motorcycle on purpose,self_harm
I feel like I'm already a walking corpse,self_harm
I want to die by hypothermia in the cold,self_harm
I'm planning to stop eating until I waste away,self_harm
I can't handle being rejected by everyone,self_harm
I want to overdose on my anxiety medication,self_harm
I'm going to jump off the water tower,self_harm
I feel like death would be a relief from this pain,self_harm
I want to cut my legs until I can't walk,self_harm
I'm ready to end this nightmare called my life,self_harm
I can't bear the thought of tomorrow,self_harm
I want to poison myself with household chemicals,self_harm
I'm going to drive without my seatbelt and hope for an accident,self_harm
I feel like I'm suffocating in my own existence,self_harm
I want to die before anyone realizes I'm a fraud,self_harm
I'm going to take a bath with my hair dryer,self_harm
Hey what's good,greeting
Morning sunshine,greeting
What's really good?,greeting
Hey there beautiful soul,greeting
Good day to you sir,greeting
What's really happening?,greeting
Hey there sweet human,greeting
Good afternoon lovely,greeting
What's really crackin?,greeting
Hey there gorgeous creature,greeting
Good evening wonderful,greeting
What's really poppin today?,greeting
Hey there amazing being,greeting
Good night sweet dreams,greeting
What's really shaking today?,greeting
Hey there fantastic human,greeting
Good morning beautiful world,greeting
What's really cooking today?,greeting
Hey there incredible soul,greeting
Good vibes coming your way,greeting
I just bought socks that don't match on purpose,small_talk
Do you think my microwave judges my food choices?,small_talk
My favorite spoon is in the dishwasher and I'm devastated,small_talk
I wonder if my car gets lonely in the garage,small_talk
Do you prefer round or square pizza?,small_talk
I always say bless you to myself when I sneeze alone,small_talk
My phone battery percentage gives me anxiety,small_talk
I wonder if my pillow dreams about me too,small_talk
Do you think clouds have favorite shapes?,small_talk
I can never remember which way to turn the shower handle,small_talk
My shadow looks more confident than I feel,small_talk
I wonder if my coffee mug has trust issues,small_talk
Do you prefer the smell of new cars or old books?,small_talk
I always talk to my GPS like it's a real person,small_talk
My favorite jacket has more personality than some people,small_talk
I wonder if my houseplants have group chats about me,small_talk
Do you think my toaster is plotting against me?,small_talk
I can't eat cereal without making spaceship noises,small_talk
My car radio knows exactly when to play my favorite song,small_talk
I wonder if my shoes get tired of walking,small_talk
Do you prefer bubble baths or regular showers?,small_talk
I always check my horoscope even though I don't believe in it,small_talk
My favorite blanket has magical powers I swear,small_talk
I wonder if my alarm clock feels guilty for waking me up,small_talk
Do you think my refrigerator judges my midnight snacks?,small_talk
What is childhood emotional neglect?,definition_request
Can you explain what body-based therapy means?,definition_request
What's the difference between anxiety and panic?,definition_request
Define what emotional parentification is,definition_request
What is high-functioning anxiety?,definition_request
Explain what parts work therapy involves,definition_request
What does it mean to have a secure attachment style?,definition_request
Can you tell me about equine-assisted therapy?,definition_request
What is emotional dysphoria?,definition_request
Define what psychological splitting means,definition_request
What's the difference between guilt and regret?,definition_request
Explain what sand tray therapy is,definition_request
What is emotional hypervigilance?,definition_request
Can you define what somatic memories are?,definition_request
What does it mean to be emotionally dysregulated?,definition_request
Explain what expressive arts therapy involves,definition_request
What is complex bereavement?,definition_request
Define what psychological projection is,definition_request
What's the difference between loneliness and solitude?,definition_request
Can you explain what dance movement therapy is?,definition_request
What is emotional lability?,definition_request
Define what therapeutic rapport means,definition_request
What does it mean to have an avoidant attachment style?,definition_request
Explain what gestalt therapy focuses on,definition_request
What is emotional intimacy exactly?,definition_request
How can I stop ruminating about conversations I had weeks ago?,coping_advice
What should I do when my social anxiety makes me cancel plans?,coping_advice
I need help dealing with my fear of being seen as selfish,coping_advice
How do I cope with feeling like I'm always the outsider?,coping_advice
What can I do when my depression makes me irritable with loved ones?,coping_advice
I need strategies for managing my fear of heights,coping_advice
How do I deal with feeling overwhelmed by other people's problems?,coping_advice
What helps when you feel like you're always giving but never receiving?,coping_advice
I need advice on handling my fear of needles at doctor visits,coping_advice
How can I manage my anxiety about running into my ex?,coping_advice
What should I do when I feel like I'm not grieving correctly?,coping_advice
I need help coping with my fear of being forgotten,coping_advice
How do I deal with feeling like I'm not allowed to be happy?,coping_advice
What can I do about my fear of asking for help?,coping_advice
I need strategies for managing my birthday anxiety,coping_advice
How do I cope with feeling like I'm disappointing my younger self?,coping_advice
What helps when you feel like you're always apologizing?,coping_advice
I need advice on dealing with my fear of being a burden to therapists,coping_advice
How can I manage my anxiety about posting on social media?,coping_advice
What should I do when I feel like I'm not healing fast enough?,coping_advice
I need help with my fear of being authentic around others,coping_advice
How do I deal with feeling like I'm always second-guessing myself?,coping_advice
What can I do about my chronic fear of making the wrong choice?,coping_advice
I need strategies for coping with my fear of intimacy,coping_advice
How do I handle feeling overwhelmed by my own emotions?,coping_advice
What helps when you feel like you're always performing for others?,coping_advice
I need advice on managing my fear of being misunderstood,coping_advice
How can I cope with feeling like I peaked too early in life?,coping_advice
What should I do when I feel like I'm stuck in other people's expectations?,coping_advice
I need help dealing with my tendency to minimize my own problems,coping_advice
Can you explain the difference between 2% and whole milk?,other
What's the best way to remove red wine stains?,other
How do I get my teenager to clean their room?,other
Can you recommend a good ergonomic keyboard?,other
What's the difference between PNG and JPEG files?,other
How do I start a vegetable garden in containers?,other
Can you help me understand what APR means?,other
What's a good way to organize my spice rack?,other
How do I get my dog to stop pulling on the leash?,other
Can you recommend a good noise-canceling headphones?,other
What's the best way to clean grout between tiles?,other
How do I learn to drive a manual transmission?,other
Can you help me understand different types of insurance?,other
What's a good way to store seasonal decorations?,other
How do I get better at reading people's body language?,other
Can you recommend a good slow cooker recipe?,other
What's the difference between satin and silk?,other
How do I start investing in the stock market?,other
Can you help me plan a gender reveal party?,other
